name,address,lat,lon,naics,owner_last,owner_firs,owner_midd
IMANICRAFTS,2883 W Lafayette Ave Baltimore MD 21216,39.297919999999998,-76.664756999999994,"451120",LAURINO,TONY,JOHN
A NEW FAITH COMMUNITY MINISTRIES,219 S Mount St Baltimore MD 21223,39.285133999999999,-76.643448000000006,"813110",BUSH,MARY,NULL
MUJIN GAO,622 N Dukeland St Baltimore MD 21216,39.294691999999998,-76.663199000000006,"999990",KRIEG,GENE,NULL
R & B GROVE CABINETRY,321 S Bruce St Baltimore MD 21223,39.284101000000000,-76.643992999999995,"337110",LESTER,AMY,CHERYL
C & B CONTRACTORS,3526 Old Frederick Rd Baltimore MD 21229 USA,39.283186000000001,-76.675858000000005,"236115",TEACHOUT,JOHN,NULL
"HALL MIT HOLDINGS, LLC",2952 Kingsley St Baltimore MD 21223,39.278309999999998,-76.665025000000000,"551112",CHAFFEE,GORDON,NULL
NAILS SPA,2432 Frederick Ave Baltimore MD 21223,39.284134000000002,-76.655089000000004,"812113",REID,GENE,RICHARD
GLOBAL VENDING LLC,663 N Fulton Ave Baltimore MD 21217,39.295988000000001,-76.645343999999994,"454210",HIGHAM,CYNTHIA,MONICA
USA FINANCIAL FUNDING,2044 W Lexington St Baltimore MD 21223,39.290649000000002,-76.649431000000007,"541611",PAGLIARULO,ESTHER,IRENE
FRED LIQUIOD,826 N Payson St Baltimore MD 21217,39.297811000000003,-76.649398000000005,"445310",DENNEY,ADRIENNE,ZENIA
FUTURE LEADERS FOUNDATION INC,157 S Bruce St Baltimore MD 21223,39.285474999999998,-76.644102000000004,"624410",PORTER,PERCY,NULL
SUPREME KATZ,938 N Monroe St Baltimore MD 21217,39.299126999999999,-76.647740999999996,"999990",BURKE,JAMES,NULL
ROOTS UNLIMITED,2152 Vine St Baltimore MD 21223,39.290013999999999,-76.650920999999997,"722410",OCONNELL,HENRY,NULL
LOUIS R EAST,459 S Gilmor St Baltimore MD 21223,39.282643999999998,-76.641830999999996,"561990",GARCIA,KATHYRN,NULL
CLEARGOL TECHNOLOGIES,211 S Pulaski St Baltimore MD 21223,39.284835000000001,-76.649687999999998,"999990",HUERTA,MICHAEL,HERMAN
UPPER ROOM OUTREACH MINISTRIES,3518 Frederick Ave Baltimore MD 21229,39.281804999999999,-76.675381000000002,"316998",RHODES,ROBERT,NULL
BUREAU OF CONSULAR AFFAIRS,432 S Catherine St Baltimore MD 21223,39.280546000000001,-76.654279000000002,"921190",GELIN,WILLIAM,NULL
CORRINE S CHILDCARE SERVICE,2320 Harlem Ave Baltimore MD 21216 USA,39.296470999999997,-76.654364999999999,"541990",DELBRIDGE,SUSAN,NULL
CYNTHIA R TENSLEY,2042 Ramsay St Baltimore MD 21223,39.283194000000002,-76.648983999999999,"334515",ESCOBEDO,LORI,SHARON
STEVE S VINTAGE COLLECTIBLE,2557 W Mosher St Baltimore MD 21216,39.299273999999997,-76.657450999999995,"453998",ROSALES,WILLIAM,CHARLES
"SVEHLA, PATRICK J CPA",1747 Edmondson Ave Baltimore MD 21223,39.295071999999998,-76.644801000000001,"541219",KEPPLER,IGNACIO,NULL
NIHAN & MARTIN LLC,1000 S Monroe St Baltimore MD 21230,39.276094000000001,-76.644609000000003,"446110",MOUA,MABLE,NULL
THOMAS AND WILLIAMS RECYCLING LLC,1814 W Lexington St Baltimore MD 21223,39.290802999999997,-76.645583000000002,"562920",PELLEGRINI,BONNIE,NULL
MARMELS INC,2266 W Lanvale St Baltimore MD 21216,39.297159999999998,-76.653063000000003,"445110",ROGERS,JOHN,DANIEL
SKY SHA CONTRACTING LLC,1928 Hollins St Baltimore MD 21223,39.287306000000001,-76.647372000000004,"238990",TAYLOR,GENE,NULL
5 FINGERS ENTERPRISES INC,233 S Hilton St Baltimore MD 21229,39.282497999999997,-76.671829000000002,"541611",KINDER,STEVEN,NULL
L & R MANAGEMENT LLC,806 N Fulton Ave Baltimore MD 21217 USA,39.297877000000000,-76.645983999999999,"561110",FLAMM,BETTY,NULL
DISCOUNT CYCLE INC.,2140 W Saratoga St Baltimore MD 21223,39.292023999999998,-76.650852000000000,"453998",NGUYEN,NICOLE,NULL
PRIMO 20 20,2884 Edmondson Ave Baltimore MD 21223,39.294629999999998,-76.664630000000002,"722513",SLATER,WILLIAM,FRANK
FUTURE CARE,214 S Mt Olivet Ln Baltimore MD 21229,39.283194999999999,-76.668282000000005,"561990",SANANTONIO,LORI,JACQUELYN
CATON CARRY OUT,45 N Monastery Ave Baltimore MD 21229,39.287666999999999,-76.676603000000000,"722513",KELLY,ENOLA,ELLEN
SUBWAY,3337 Frederick Ave Baltimore MD 21229,39.280624000000003,-76.673063999999997,"424490",PALOMO,RONALD,NULL
B AND M MOTORS INC,289 N Franklintown Rd Baltimore MD 21223,39.290756999999999,-76.660432999999998,"441228",SCHLAFER,MARJORIE,NULL
AG-1 LLC,3867 W Saratoga St Baltimore MD 21229,39.290495999999997,-76.680132999999998,"999990",COATS,ROBERT,NULL
HARBOR OF AMERICA INC,649 S Smallwood St Baltimore MD 21223,39.279764999999998,-76.649491999999995,"337127",WHITEHEAD,CHARLES,NULL
TAI WONG CARRY OUT,1613 Frederick Ave Baltimore MD 21223 USA,39.287908999999999,-76.642810999999995,"722513",DODSON,DARYL,NULL
ARUNDEL MAILING,668 S Smallwood St Baltimore MD 21223,39.279086999999997,-76.650172999999995,"541860",NELSON,JULIA,MIRA
LUCKY EXPRESS CARRYOUT,1836 W Pratt St Baltimore MD 21223 USA,39.285331999999997,-76.646281000000002,"722513",GRIGSBY,DONALD,JOHN
WILKENS VARIETY MARKET,415 S Fulton Ave Baltimore MD 21223,39.282966999999999,-76.644594999999995,"452990",HAMPTON,PHILLIP,JAMES
"EESCO PUMP AND VALVE, INC.",649 S Brice St Baltimore MD 21223,39.280287000000001,-76.647604999999999,"811219",MITCHUM,FABIAN,NULL
SWIM DREAMS AQUATIC SERVICES LLC,1602 Hollins St Baltimore MD 21223,39.287619999999997,-76.642553000000007,"541990",REDMOND,PAMELA,NULL
BENSON BUILDERS,500 S Longwood St Baltimore MD 21223 USA,39.278903999999997,-76.666736000000000,"236115",SOARES,RICHARD,NULL
CATON WILKENS MINI STORAGE,3258 Wilkens Ave Baltimore MD 21229,39.275140000000000,-76.670360000000002,"493190",REPKO,ANDREA,NULL
TWO FOR SOMETHING INC,127 Allendale St Baltimore MD 21229,39.289734000000003,-76.677901000000006,"441110",WHITELOCK,CLIFFORD,MIKE
E.A.C. EILECTRONICS INC.,2016 Vine St Baltimore MD 21223,39.290083000000003,-76.649000000000001,"423690",MINERD,QUINTON,DAVID
ELLAMONT BEAUTY SALON,3065 W Baltimore St Baltimore MD 21229,39.285753000000000,-76.669925000000006,"812112",REITZ,JANET,SARA
WATER QUALITY LOAN FINANCING,1000 S Monroe St Baltimore MD 21230,39.276094000000001,-76.644609000000003,"924110",BARUA,DAVID,CHRISTOPHER
BUTTERCUP CLEANING SERVICE LLC,2622 Dulany St Baltimore MD 21223,39.280284000000002,-76.657444999999996,"561790",MCCAULEY,NORA,ELEANOR
AVON,170 N Smallwood St Baltimore MD 21223,39.290213000000001,-76.651782999999995,"454390",LEVY,KIMBERLY,NULL
THE FOODIE & CO,2235 W Lexington St Baltimore MD 21223,39.290202999999998,-76.652086999999995,"999990",HODGDON,RONALD,JAMES
ACS SLS,1000 S Monroe St Baltimore MD 21230,39.276094000000001,-76.644609000000003,"561499",VITALE,BONNIE,NULL
SMART STEPS CHILDREN,1835 Arunah Ave Baltimore MD 21217,39.295662000000000,-76.646665999999996,"624410",ALVARENGA,THOMAS,NULL
BONOMOLO EQUIPMENT & SUPPLIES,2192 Boyd St Baltimore MD 21223,39.286530999999997,-76.651455999999996,"423830",HUFF,CHIQUITA,MIRANDA
"JHF CONSULTANTS, LLC",816 N Bentalou St Baltimore MD 21216 USA,39.297953000000000,-76.653667999999996,"541618",LEMON,RAYMOND,NULL
HOLLINS TERRACE,1847 W Baltimore St Baltimore MD 21223,39.287981000000002,-76.646210999999994,"446110",DOUGLAS,LILLIAN,PETRA
NARCOTICS ANONYMOUS BALTIMORE,251 N Warwick Ave Baltimore MD 21223,39.290975000000003,-76.655636000000001,"624190",ORTEGA,DAWN,NULL
SERENITY HAIR,2768 W Fairmount Ave Baltimore MD 21223,39.288609000000001,-76.660483999999997,"812112",BALLARD,REGINA,NULL
SANDTOWN VILLAGE CO-OPEATIVE,1780 W Lafayette Ave Baltimore MD 21217,39.298957000000001,-76.645516999999998,"237210",LILLICH,CARL,NULL
JCV ENTERPRISES,2555 W Lafayette Ave Baltimore MD 21216,39.298130000000000,-76.658366000000001,"517110",AUGUSTINE,EVERETT,ROBERT
DEE'S CREATIVE LOOK,1747 Edmondson Ave Baltimore MD 21223,39.295071999999998,-76.644801000000001,"812112",ARNETT,JUDITH,ANNELIESE
J & J CONVIENCE,2883 W Lafayette Ave Baltimore MD 21216,39.297919999999998,-76.664756999999994,"445120",SEARCY,SUSAN,JULIE
BOBBY'S CHICKEN,622 N Dukeland St Baltimore MD 21216,39.294691999999998,-76.663199000000006,"722513",JOHNSON,JASMINE,MARY
"CCZ ENTERPRISES, INC.",2111 W Pratt St Baltimore MD 21223,39.284835999999999,-76.650304000000006,"561499",TUMLIN,CEDRIC,MATHEW
CITY OF VICTORY DAYCARE,321 N Culver St Baltimore MD 21229,39.289451000000000,-76.673204999999996,"624410",WILLIAMSON,LEROY,NULL
"BRICK OVEN, INC.",330 N Warwick Ave Baltimore MD 21223 USA,39.292532000000001,-76.656952000000004,"999990",MANTER,FRANCIS,JOSEPH
FULTON AUTO SALES,204 S Fulton Ave Baltimore MD 21223,39.285069999999997,-76.645161999999999,"811121",ZEPEDA,MARIA,NULL
C AND L LAUNDROMAT INC,173 Goldsmith St Baltimore MD 21223,39.285294000000000,-76.647411000000005,"812310",WOODWARD,DALE,NULL
RECREATION IN PARKS,301 Denison St Baltimore MD 21229 USA,39.290619000000000,-76.674306999999999,"999990",DOYLE,MARGARET,JASMINE
CHARITY COMMUNITY CHURCH GOD,3189 Piquett Ln Baltimore MD 21229,39.281857000000002,-76.669860999999997,"813110",PATTERSON,JODY,NULL
HRC TRANSPORTATION,2521 W Baltimore St Baltimore MD 21223,39.287548000000001,-76.656920999999997,"488999",HENRIE,ALAN,AARON
FEROZE TRADING USA INC,2745 Edmondson Ave Baltimore MD 21223,39.294274000000001,-76.662609000000003,"424990",POTTORFF,JOSE,JOHN
LAFAYE & LISAS SHINING STAR CHILD CARE SERVICES,421 Parksley Ave Baltimore MD 21223,39.279680999999997,-76.665452999999999,"624410",BIBBS,BRITTNEY,NULL
CAMPBELL BROTHERS BAILBOND AGENCY,806 N Fulton Ave Baltimore MD 21217 USA,39.297877000000000,-76.645983999999999,"541990",CUNNINGHAM,LORI,MARILYN
A & J AFRICAN QUEEN HAIR BRAID,2111 W Pratt St Baltimore MD 21223,39.284835999999999,-76.650304000000006,"423710",ZEPEDA,KENNETH,NULL
DEFACEPAINTER AND FUN LLC,2945 W Lanvale St Baltimore MD 21216,39.296947000000003,-76.665912000000006,"238320",SURESH,GAIL,HESTER
"XYZ MANAGEMENT, INC.",524 Allendale St Baltimore MD 21229,39.292884000000001,-76.678554000000005,"999990",RICHARDS,RICHARD,ROBERT
KIDZ INN DAY CARE,3537 Gelston Dr Baltimore MD 21229,39.297590000000000,-76.675714999999997,"624410",CRAWFORD,MARISHA,MIRIAM
B&R CONSTRUCTION LLC,141 S Culver St Baltimore MD 21229,39.284430000000000,-76.678799999999995,"236115",DOMINGO,DAVID,NULL
PRAYING HANDS LLC,3428 W Saratoga St Baltimore MD 21229,39.290342000000003,-76.674092000000002,"999990",IBARRA,BRIAN,NULL
"BOWERS CONSULTANTS, LLC",3401 Edmondson Ave Baltimore MD 21229 USA,39.293796999999998,-76.674272000000002,"541618",LOWE,ANITA,LISA
"L & J WASTE RECYCLING, LLC",210 N Calverton Rd Baltimore MD 21223,39.290720000000000,-76.658728999999994,"561110",BENEDICT,JACKIE,NULL
FUGILL INVESTMENT GROUP LLC,3137 Stafford St Baltimore MD 21229,39.279235999999997,-76.668908000000002,"523910",JONES,JOYCE,HOLLY
HEART ASSOCIATES PA,2000 W Baltimore St Baltimore MD 21223,39.288570999999997,-76.649209999999997,"621111",MORRIS,MICHAEL,JESSE
JAMES MOSHER ELEMENTARY SCHOOL,982 Wheeler Ave Baltimore MD 21216,39.299357000000001,-76.655192999999997,"611110",BEER,CONNIE,NULL
EFFICIENT LIVING FOR SELF EMPO,505 N Monroe St Baltimore MD 21223,39.294246000000001,-76.647059999999996,"624110",KUNKA,ADRIA,NULL
C.L. MCCOY FRAMING COMPANY,2125 W Pratt St Baltimore MD 21223 USA,39.284714999999998,-76.650896000000003,"236115",CARPENTER,REED,NULL
ACME DELIVERY AND MESSENGER SERVICE INC,649 S Brice St Baltimore MD 21223,39.280287000000001,-76.647604999999999,"492110",CRAFT,HEIDI,NULL
J.O.W HOME IMPROVEMENT,715 Braddish Ave Baltimore MD 21216,39.295577000000002,-76.659291999999994,"236115",SHOOK,RUTH,NULL
SYZYGY CORPORATION,2672 W Fairmount Ave Baltimore MD 21223,39.288381000000001,-76.659069000000002,"238990",HERRERA,WILLIAM,HENRY
"BON SECOURS HEALTH SYSTEM, INC",2000 W Baltimore St Baltimore MD 21223,39.288570999999997,-76.649209999999997,"622110",SMITH,RODGER,NULL
HAZARDOUS WASTE PROGRAM,1000 S Monroe St Baltimore MD 21230,39.276094000000001,-76.644609000000003,"921190",BAKER,JOAN,NULL
MVA EXPRESS,480 Wellesley St Baltimore MD 21229,39.279451000000002,-76.668380999999997,"511199",STEWART,PAUL,NULL
TLC AUTOMOTIVE SERVICES,75 Benkert Ave Baltimore MD 21229,39.285684000000003,-76.673713000000006,"811111",PERROTT,RICHARD,NULL
MINI STORE ROSITA,2687 Wilkens Ave Baltimore MD 21223,39.277940999999998,-76.658304999999999,"445120",RIOS,GENESIS,FLORIDA
BUCK'S AUTO SERVICE,2186 W Lafayette Ave Baltimore MD 21217,39.298912000000001,-76.652294999999995,"811111",CERASOLI,MICHAL,DON
MILL END SHOPS,2916 Stafford St Baltimore MD 21223 USA,39.279058999999997,-76.665201999999994,"442291",WEISS,SANG,NULL
WENDY'S,2343 Frederick Ave Baltimore MD 21223,39.284218000000003,-76.653295000000000,"722513",BRINSON,JOSHUA,NULL
MARYLAND DEPARTMENT OF JUVENILE SERVICES,321 N Culver St Baltimore MD 21229,39.289451000000000,-76.673204999999996,"921190",LITHGOW,JOHN,JOHN
HARM CITY GUNNERS ENTERTAINMENT,3047 Harlem Ave Baltimore MD 21216,39.295619000000002,-76.667551000000003,"711510",TODD,HELEN,NULL
WHITELOCK AIR INC,256 S Gilmor St Baltimore MD 21223,39.284813000000000,-76.642369000000002,"238220",RINEHART,JAMES,NULL
PAKNPAK,1631 W Saratoga St Baltimore MD 21223,39.292006000000001,-76.642998000000006,"445310",PAK,VIVIENNE,NULL
BOK GROCERY,525 E Lynn Ave Baltimore MD 21223,39.279395999999998,-76.658251000000007,"445110",DAMATO,RUSSELL,MICHAEL
"J & M MANUFACTURING, INC.",211 S Pulaski St Baltimore MD 21223,39.284835000000001,-76.649687999999998,"313210",NORMAN,MARK,NULL
IMMEASURABLE CHICKEN & WAFFLES,157 S Bruce St Baltimore MD 21223,39.285474999999998,-76.644102000000004,"722511",COOPER,WILLIAM,NULL
MAYFLOWER TEXTILE SERVICES CO.,2617 W Lexington St Baltimore MD 21223,39.289279999999998,-76.658615999999995,"423220",MCCLAIN,SALLY,JANELLE
BIBLE WAY CHAPEL,232 Ackworth St Baltimore MD 21223,39.284683999999999,-76.650747999999993,"813110",AHO,JOHN,WILLIAM
WEST BALT MIDDLE CAFETERIA,111 S Kossuth St Baltimore MD 21229,39.285223999999999,-76.676606000000007,"722514",AGARD,MARK,NULL
INTERNATIONAL WHEELS UNLIMITED,2056 Frederick Ave Baltimore MD 21223,39.286110000000001,-76.649619000000001,"441310",LIECHTY,MELODY,LOIS
"JOSHUA MINISTRY BIBLE INSTITUTE, INC",32 S Monroe St Baltimore MD 21223,39.286951999999999,-76.647024000000002,"611699",WAHL,KEVIN,GARLAND
COGNATE THERAPEUTICS,3192 Wilkens Ave Baltimore MD 21223,39.275103999999999,-76.668163000000007,"621511",MCCAFFERTY,WILLIAM,NULL
THE CHURCH OF THE LIVING WORD APOSTOLIC,2133 Edmondson Ave Baltimore MD 21223,39.294851000000001,-76.650872000000007,"813110",ZARETSKY,FLOYD,PETE
T N T MANUFACTURING INC,432 S Caton Ave Baltimore MD 21229,39.279384000000000,-76.671948000000000,"332322",SELDEN,SUSIE,NULL
"WYLIE, ALBERT P FUNERAL HOME PA",668 N Gilmor St Baltimore MD 21217,39.296315999999997,-76.643044000000003,"812210",ECKART,CARLTON,NULL
SARDORO CONSTRUCTION,842 N Rosedale St Baltimore MD 21216,39.297454999999999,-76.668300000000002,"236115",STANLEY,JOHN,NULL
THE NEXT STAGE TRANSITIONAL HOUSING INC,511 S Brunswick St Baltimore MD 21223,39.278922000000001,-76.658942999999994,"624190",JORDAN,ERIC,NULL
LABORERS DST COUNCIL TRAINING,800 Desoto Rd Baltimore MD 21223 USA,39.275506000000000,-76.668944999999994,"541612",IMHOFF,NORMA,ELIZABETH
G AND A ELECTRICAL,362 S Dukeland St Baltimore MD 21223,39.280234000000000,-76.662655000000001,"238210",COZAD,CLAYTON,ERWIN
4 BROTHERS PRODUCTIONS,3213 Massachusetts Ave Baltimore MD 21229,39.283724999999997,-76.670567000000005,"512120",MCKINNEY,DAVID,LEMUEL
"MBC VENTURES, INC.",3200 Stafford St Baltimore MD 21229,39.279823999999998,-76.669944999999998,"339994",BARRY,MARY,DEBORAH
LOCK AND LOAD FREIGHT TRU,912 N Franklintown Rd Baltimore MD 21216,39.297499999999999,-76.667517000000004,"488999",FOGAL,ANTONIA,BRENDA
PBA ASSOCIATES,1883 W Lexington St Baltimore MD 21223,39.290380999999996,-76.646784999999994,"621420",CONNELLEY,KENNETH,NULL
"ZESKINDS HARDWARE, INC.",2030 McHenry St Baltimore MD 21223,39.284317999999999,-76.648875000000004,"444130",ANDERSON,ASHLEY,NULL
ALTERNATIVE BUSINESS CTR,124 S Kossuth St Baltimore MD 21229,39.285283000000000,-76.677153000000004,"999990",MCVEY,ALFRED,NULL
PAPPAS & ASSOC INC,3170 Stafford St Baltimore MD 21229,39.279780000000002,-76.669430000000006,"541611",VANALSTYNE,WENDY,NULL
THE CHURCH OF BIBLE TRUTH PRAYER AND DELIVERANCE INC,225 N Monroe St Baltimore MD 21223 USA,39.291145999999998,-76.646871000000004,"813110",AHERN,DESIREE,NULL
HARRY C DAVIS HOME IMPROVEMENTS,647 S Pulaski St Baltimore MD 21223,39.280078000000003,-76.648300000000006,"236118",CHRISTIAN,BOBBY,JEFF
CHEMICAL & BIOCHEMICAL ENGINEERING,3192 Wilkens Ave Baltimore MD 21223,39.275103999999999,-76.668163000000007,"621111",WALKER,MARGARET,ZONA
"ENES OUTLETS, LLC",330 N Warwick Ave Baltimore MD 21223 USA,39.292532000000001,-76.656952000000004,"442110",CROUCH,KATHLEEN,NULL
FROGGIES TRANSPORTATION,2580 Calverton Heights Ave Baltimore MD 21216,39.297792999999999,-76.657720999999995,"492110",ROTHSTEIN,WANDA,NULL
ON TIME MOVERS LLC,3653 W Saratoga St Baltimore MD 21229,39.290723000000000,-76.677529000000007,"488210",LUNA,BRADY,NULL
UNSELD'S ELEMENTARY AND MIDDLE SCHOOL,250 S Hilton St Baltimore MD 21229,39.282249999999998,-76.672775999999999,"611110",BENAVIDES,BRIAN,NULL
SUPREME,1922 W Pratt St Baltimore MD 21223 USA,39.285390999999997,-76.647548999999998,"812111",BROOKS,MELISSA,NULL
BARBER MAID,2014 Edmondson Ave Baltimore MD 21223 USA,39.295226000000000,-76.649540000000002,"812112",FROST,JAMES,ALVARO
DCM DECOR LLC,2547 W Fairmount Ave Baltimore MD 21223,39.288162999999997,-76.657466999999997,"999990",MONTOYA,GLADYS,MARY
"SAFE IMPORT, LLC.",289 N Franklintown Rd Baltimore MD 21223,39.290756999999999,-76.660432999999998,"423210",ROBINSON,RICHARD,RUPERT
19 DOLLAR,1008 N Bentalou St Baltimore MD 21216,39.299889000000000,-76.653782000000007,"999990",KOHL,MARY,NULL
"INC., T/A NEIGHBORCARE",1000 S Monroe St Baltimore MD 21230,39.276094000000001,-76.644609000000003,"711510",GARNER,TAMI,ALMA
LAWSON PAINTING CALVIN,1129 Mt Holly St Baltimore MD 21229,39.299368000000001,-76.679867999999999,"238320",VOGELER,CHARLOTTE,NULL
GREATER PURPOSE APOSTOLIC CHURCH,2819 Rayner Ave Baltimore MD 21216,39.296107999999997,-76.663160000000005,"813110",BOONE,EDNA,EVA
GILMORE PLEASURE CLUB,345 S Gilmor St Baltimore MD 21223,39.283605000000001,-76.641892999999996,"713940",GRANT,ROGER,BENJAMIN
HARRIET TUBMAN ELEMENTARY SCHOOL 138,1835 Arunah Ave Baltimore MD 21217,39.295662000000000,-76.646665999999996,"611110",SHELLY,THOMAS,NULL
"WARES THE GIFTS, LLC",35 N Monastery Ave Baltimore MD 21229,39.287514999999999,-76.676784999999995,"453220",WARNER,BOBBY,JAVIER
"MY ELITE COMPUTER SERVICES, INC.",764 N Grantley St Baltimore MD 21229,39.296951999999997,-76.676017000000002,"541990",SHIELDS,JANINE,LORETA
MONFAY CARRYOUT,78 N Monroe St Baltimore MD 21223,39.289296999999998,-76.647143000000000,"722513",BURNETT,CHRISTINE,KIRSTEN
"EPITOME OF SERVICE, INCORPORATED",439 Gwynn Ave Baltimore MD 21229,39.292194000000002,-76.673546000000002,"561990",WILLIAMSON,LACEY,HELEN
MCCURLEY FLOORING,2549 Ashton St Baltimore MD 21223,39.279991000000003,-76.656316000000004,"442210",LATHAN,CHRISTIAN,JONATHAN
S AND S ENTERPRISES WORLDWIDE,909 N Bentalou St Baltimore MD 21216 USA,39.298873999999998,-76.653208000000006,"561499",STREETMAN,JAMES,JASON
JMN EXPRESS,150 N Mount St Baltimore MD 21223,39.290317000000002,-76.644073000000006,"999990",SCHILLING,OLIVIA,NULL
MD SECURITY SERVICES,2111 W Pratt St Baltimore MD 21223,39.284835999999999,-76.650304000000006,"621111",TURCOTTE,KENNETH,JOHNNY
MANGER PACKING CORPORATION,137 S Franklintown Rd Baltimore MD 21223,39.285890000000002,-76.658100000000005,"424470",MONARREZ,RUSSELL,CYRIL
DAROU SALLAM LLC,2253 W Saratoga St Baltimore MD 21223,39.291651000000002,-76.652420000000006,"999990",HATTAN,BARBARA,NULL
BERRY BUNCH DAYCARE,2368 Edmondson Ave Baltimore MD 21223,39.295020000000001,-76.654308000000000,"624410",BOGER,CHELSEY,NULL
MARYLAND DEPT OF PUBLIC SAFETY & CORRECTIONAL SERVICES,311 N Calverton Rd Baltimore MD 21223,39.292704000000001,-76.660185999999996,"922140",DARCANGELO,RUTH,NULL
1 MANS GOODS,2013 Ashton St Baltimore MD 21223,39.282423999999999,-76.649079999999998,"451110",NORFLEET,ZELLA,NULL
HOWARD MOTORS INC,3379 Frederick Ave Baltimore MD 21229,39.280814999999997,-76.673803000000007,"441228",BLANCHARD,AMY,CINDY
UNIVERSITY OF MARYLAND BALTIMORE COUNTY,3192 Wilkens Ave Baltimore MD 21223,39.275103999999999,-76.668163000000007,"611310",GORE,LINDA,KIMBERLY
ACME PAD CORPORATION,330 N Warwick Ave Baltimore MD 21223 USA,39.292532000000001,-76.656952000000004,"314999",SALERNO,EDNA,EILEEN
FIVE STAR MINI MART AND DELI LLC,101 S Payson St Baltimore MD 21223,39.285984999999997,-76.648236999999995,"722513",AHERN,DONNA,NULL
REAL VALUE INVESTMENTS,3102 Elbert St Baltimore MD 21229,39.287311000000003,-76.669803000000002,"523910",BETTIS,CRISTINA,NULL
L&J CONSTRUCTION SERVICE INC,2743 Wilkens Ave Baltimore MD 21223,39.277439000000001,-76.659768000000000,"541219",REHMAN,STEPHEN,RICHARD
ALLEN CONSTRUCTION,216 N Monroe St Baltimore MD 21223,39.290975000000003,-76.647306999999998,"236115",ORVIS,MICHELLE,JUANITA
CITY FOOD DEPOT LLC,630 N Franklintown Rd Baltimore MD 21216,39.295344000000000,-76.664754000000002,"445110",PETERS,CHARLES,NULL
CES SALES,649 S Smallwood St Baltimore MD 21223,39.279764999999998,-76.649491999999995,"238220",BOLLS,WILLIAM,NULL
BEST MARKET,607 Edgewood St Baltimore MD 21229,39.294632999999997,-76.675342000000001,"445110",ANDERSON,MARY,NULL
B-MORE WORLD WIDE ENTERTAINMENT (LLC),147 S Hilton St Baltimore MD 21229 USA,39.283577000000001,-76.671901000000005,"711510",WADE,CASSANDRA,DELIA
TAB INC,155 Denison St Baltimore MD 21229,39.289073000000002,-76.676019999999994,"561990",ROGERS,HELEN,NULL
"TRIPLE T'S MOVING, L.L.C",782 Edgewood St Baltimore MD 21229,39.296858000000000,-76.673916000000006,"488210",SCHLOSSER,EVELYN,JENNIFER
"NATIONAL RECLAMATION, INC.",668 S Smallwood St Baltimore MD 21223,39.279086999999997,-76.650172999999995,"999990",DOWNEY,ROCIO,LAURIE
"HIMEX INTERNATIONAL, INC",3147 Piquett Ln Baltimore MD 21229,39.281348999999999,-76.669031000000004,"424210",CLAYTON,JOHNNY,NULL
FREEMAN CONSTRUCTION & PR,238 Harmison St Baltimore MD 21223,39.284689999999998,-76.649315000000001,"236115",PORCO,KAITLYN,NULL
NAMIQUE CREATIONS,3141 Leeds St Baltimore MD 21229,39.282603999999999,-76.668933999999993,"624190",BRO,SYDNEY,NULL
TALK OF THE TOWN MERCHANDISERS,135 N Culver St Baltimore MD 21229 USA,39.288428000000003,-76.674508000000003,"999990",BANACH,MAX,NULL
MALIKS GROCERY,507 S Bentalou St Baltimore MD 21223,39.281294000000003,-76.652253000000002,"445110",MATEEN,KELLY,NULL
MARIQUITA DELI GROCERY,208 N Monroe St Baltimore MD 21223,39.290742000000002,-76.647300000000001,"445110",HASHMI,JESSICA,NULL
NATIONAL ASSOCIATION OF BLACK STORYTELLERS,622 N Dukeland St Baltimore MD 21216,39.294691999999998,-76.663199000000006,"813920",SLOAN,LISA,NULL
FOUR SEASONS,220 Harmison St Baltimore MD 21223,39.284852000000001,-76.649366999999998,"448110",KELLY,BARBARA,NULL
"BARSHA, INC.",306 N Franklintown Rd Baltimore MD 21223 USA,39.292380999999999,-76.662154999999998,"999990",MUNOZ,CAROL,MARJORIE
MAC'S SIMPLY DIVINE CATERERS,172 N Monastery Ave Baltimore MD 21229,39.289122999999996,-76.675308999999999,"722320",CONFER,ROBERT,NULL
"SPECIAL OCCASIONS BY READA, INC.",2422 Harlem Ave Baltimore MD 21216,39.296441000000002,-76.655214000000001,"561990",EPPOLITO,PHILIP,NULL
GARY P MARCH FUNERAL HOME PROFESSIONAL ASSOCIATION,248 Fredhilton Pass Baltimore MD 21229,39.281661000000000,-76.672838999999996,"812210",CATALDO,BRETT,DAVID
CHARLES DORSEY & CO,2560 Harlem Ave Baltimore MD 21216,39.296363999999997,-76.657342000000000,"999990",COOPER,DANA,NULL
A1 JUKEBOX & NOSTALGIA CO,211 S Pulaski St Baltimore MD 21223,39.284835000000001,-76.649687999999998,"453310",FAULKNER,ROY,NULL
D & A HOMES LLC,13 Wheeler Ave Baltimore MD 21223,39.288255999999997,-76.654179999999997,"236115",DELLAQUILA,MARGARET,NULL
UNION MEMORIAL UNITED METHODIST CHURCH,2505 W Lanvale St Baltimore MD 21216,39.296723999999998,-76.656689999999998,"813110",NUNN,LOUIS,NULL
SHOP THE COBBLERS INC,2253 W Saratoga St Baltimore MD 21223,39.291651000000002,-76.652420000000006,"811430",ROLLE,CAROLYN,NULL
